                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.52247,                0.50596,                  0.397,                0.93028,                0.93711,                0.90745,                0.93727,                0.85343,                0.93621,                0.90656,                0.93495,                0.58292,                0.38278,                0.41311,                0.33873,                0.86235,             0.00047306,             0.00047306,             0.00047306
                     61,                0.52632,                0.50629,                0.39848,                0.93902,                0.92691,                0.88641,                0.92671,                0.83852,                0.95177,                0.85417,                0.92473,                0.56364,                0.39616,                0.40639,                0.32788,                 0.8696,             0.00046206,             0.00046206,             0.00046206
                     62,                0.54439,                0.52587,                 0.4106,                0.93278,                0.92233,                0.88585,                0.93483,                0.83398,                0.95121,                0.87681,                0.94087,                0.56166,                0.42577,                0.40665,                0.35257,                0.87875,             0.00045107,             0.00045107,             0.00045107
                     63,                0.52426,                0.49583,                 0.3981,                0.93138,                0.92816,                0.89756,                0.93828,                0.84264,                0.93709,                0.89999,                0.93327,                0.54854,                0.38453,                0.42286,                 0.3361,                0.85475,             0.00044007,             0.00044007,             0.00044007
                     64,                0.53579,                0.51078,                0.39873,                0.93214,                0.91076,                0.91234,                0.92683,                0.83542,                0.91691,                0.91151,                0.92396,                0.56228,                0.39137,                0.40882,                0.35041,                0.86513,             0.00042907,             0.00042907,             0.00042907
                     65,                0.52094,                0.50981,                0.38265,                0.91998,                0.93253,                0.88424,                0.93322,                0.84564,                0.92448,                0.87296,                0.92546,                0.57632,                0.40791,                0.38645,                 0.3358,                 0.8746,             0.00041807,             0.00041807,             0.00041807
                     66,                0.51093,                0.50966,                0.37745,                0.92263,                0.90287,                0.92751,                0.94149,                0.84624,                0.89081,                0.91494,                 0.9344,                0.57272,                  0.393,                 0.3442,                0.33741,                0.86306,             0.00040707,             0.00040707,             0.00040707
                     67,                0.52159,                0.51739,                0.38657,                0.92427,                0.94275,                0.91097,                0.93263,                0.85441,                0.93214,                0.89627,                0.92229,                0.54084,                0.36393,                0.40602,                0.31065,                0.84933,             0.00039607,             0.00039607,             0.00039607
                     68,                0.51168,                 0.5108,                0.37897,                0.92616,                0.92977,                0.91173,                0.93853,                0.85987,                0.91911,                0.90124,                0.93083,                 0.5166,                0.39349,                0.46669,                0.31779,                0.85996,             0.00038507,             0.00038507,             0.00038507
                     69,                0.50428,                0.49137,                0.37189,                0.92183,                0.93167,                0.90758,                0.93335,                0.84737,                0.93438,                0.90787,                0.93774,                0.52663,                0.37903,                0.44989,                0.33112,                0.85003,             0.00037407,             0.00037407,             0.00037407
                     70,                0.50328,                0.48702,                0.37289,                0.91688,                   0.93,                0.88353,                0.92522,                0.84561,                  0.938,                0.88409,                0.92966,                0.52735,                 0.3725,                0.45976,                0.32817,                0.84741,             0.00036307,             0.00036307,             0.00036307
                     71,                0.49665,                0.50849,                0.36678,                 0.9129,                0.92481,                0.91461,                0.93591,                0.85851,                0.92977,                0.88234,                 0.9122,                0.55463,                0.35228,                0.36972,                0.30846,                0.83438,             0.00035208,             0.00035208,             0.00035208
                     72,                0.48379,                0.48349,                0.36175,                0.92016,                0.91319,                0.90341,                0.94014,                0.85882,                0.92744,                0.90967,                0.94178,                0.56617,                0.37178,                 0.4353,                0.30719,                 0.8431,             0.00034108,             0.00034108,             0.00034108
                     73,                0.50055,                0.50322,                0.36731,                0.91523,                0.93148,                0.92846,                0.95027,                0.85346,                0.92384,                0.91403,                 0.9325,                0.53178,                0.40939,                0.40508,                0.31596,                0.85254,             0.00033008,             0.00033008,             0.00033008
                     74,                0.49164,                0.49184,                0.36622,                0.92154,                 0.9471,                0.91802,                 0.9463,                0.86267,                 0.9462,                0.91535,                0.94867,                0.60629,                0.36183,                0.35348,                0.30959,                0.85433,             0.00031908,             0.00031908,             0.00031908
                     75,                 0.4935,                0.50122,                0.36519,                0.91065,                 0.9344,                0.89482,                0.93633,                0.86008,                0.94033,                0.89995,                0.94577,                0.56896,                0.35754,                0.38798,                 0.3147,                0.84304,             0.00030808,             0.00030808,             0.00030808
                     76,                0.48033,                0.46634,                0.35696,                0.91097,                0.92335,                0.89108,                0.93097,                 0.8528,                0.93858,                0.88566,                0.93538,                0.56637,                 0.3491,                0.40885,                0.31371,                0.84695,             0.00029708,             0.00029708,             0.00029708
                     77,                0.48012,                0.46176,                0.36063,                0.91152,                0.91548,                0.89984,                0.93463,                0.85221,                0.91848,                0.90158,                0.93684,                0.56827,                0.36111,                0.41228,                0.32453,                0.84199,             0.00028608,             0.00028608,             0.00028608
                     78,                  0.484,                0.48244,                0.35077,                0.90707,                0.92773,                0.90514,                0.93629,                0.85024,                0.91431,                0.89747,                0.92888,                0.56421,                0.36688,                0.40175,                0.30798,                0.84553,             0.00027508,             0.00027508,             0.00027508
                     79,                0.46797,                0.46327,                0.34757,                0.91672,                0.93041,                0.91267,                0.93833,                0.85334,                0.91333,                0.89055,                 0.9198,                   0.54,                0.37991,                0.42072,                0.31318,                0.85458,             0.00026408,             0.00026408,             0.00026408
                     80,                0.47656,                0.48809,                0.35598,                0.90905,                0.94356,                0.90339,                0.93872,                 0.8535,                0.93224,                0.89017,                0.92531,                0.55203,                0.35874,                0.41395,                0.31253,                0.84021,             0.00025309,             0.00025309,             0.00025309
                     81,                0.47662,                0.47976,                0.35586,                0.90314,                0.93641,                0.89937,                0.94235,                0.86156,                0.94154,                0.90362,                0.93705,                0.56737,                0.36707,                0.42117,                0.30077,                0.83448,             0.00024209,             0.00024209,             0.00024209
                     82,                0.47942,                  0.484,                0.35515,                0.89894,                0.93892,                0.89671,                0.93983,                0.86759,                0.94853,                0.90518,                0.94714,                 0.6077,                0.36489,                0.36515,                0.29968,                0.83944,             0.00023109,             0.00023109,             0.00023109
                     83,                0.47117,                0.48367,                0.34326,                0.90403,                0.94343,                0.89658,                0.93108,                0.84971,                0.93699,                0.91337,                0.94422,                0.59166,                0.35146,                0.40348,                0.30062,                0.84579,             0.00022009,             0.00022009,             0.00022009
                     84,                0.46724,                 0.4586,                0.34475,                0.91407,                0.90998,                0.90991,                 0.9376,                0.84784,                0.90607,                0.90415,                0.93543,                0.53895,                0.38557,                0.46021,                0.32254,                0.85992,             0.00020909,             0.00020909,             0.00020909
                     85,                0.45814,                0.46406,                  0.338,                0.89554,                0.92906,                0.91227,                0.94126,                0.86467,                0.92993,                0.91235,                0.94204,                0.58221,                0.35558,                0.38767,                0.29348,                0.85241,             0.00019809,             0.00019809,             0.00019809
                     86,                 0.4606,                0.47444,                0.33942,                0.90127,                0.92833,                0.92138,                0.93512,                0.85772,                0.92173,                0.91846,                0.93355,                0.56726,                0.35347,                0.42384,                0.30203,                0.85245,             0.00018709,             0.00018709,             0.00018709
                     87,                0.45939,                 0.4628,                0.33931,                0.90074,                0.93334,                0.91363,                0.93512,                0.85809,                0.93424,                0.91064,                0.93619,                0.56683,                 0.3569,                0.38457,                0.29326,                 0.8456,             0.00017609,             0.00017609,             0.00017609
                     88,                 0.4587,                0.46381,                0.33397,                0.90204,                0.94049,                0.91101,                0.93898,                0.86146,                0.94141,                0.90791,                0.93466,                0.56676,                0.34847,                 0.3864,                0.28812,                0.83765,             0.00016509,             0.00016509,             0.00016509
                     89,                0.45585,                0.46335,                0.33632,                0.89995,                0.94426,                 0.9061,                0.93821,                0.86318,                0.95696,                0.91715,                0.94853,                0.58094,                0.35577,                0.37931,                0.29903,                0.83099,              0.0001541,              0.0001541,              0.0001541
                     90,                0.46375,                0.47434,                0.33775,                0.90176,                0.90402,                0.92706,                0.94088,                0.86308,                0.94191,                0.89077,                0.93337,                0.56218,                0.35325,                0.41216,                 0.2959,                0.83478,              0.0001431,              0.0001431,              0.0001431
                     91,                0.40677,                0.41061,                0.30734,                0.87512,                0.95032,                0.89283,                0.93806,                0.87001,                0.94944,                0.89615,                0.93218,                0.56382,                0.32733,                0.43834,                 0.2803,                0.82033,              0.0001321,              0.0001321,              0.0001321
                     92,                0.39849,                0.39989,                0.30084,                0.86823,                0.95434,                0.90159,                0.94969,                0.87449,                0.95981,                0.90106,                0.94557,                0.60702,                0.35577,                0.39865,                0.27469,                0.83972,              0.0001211,              0.0001211,              0.0001211
                     93,                0.41088,                0.40738,                0.30585,                0.86921,                0.94569,                0.90582,                0.94285,                0.87862,                0.95311,                0.88775,                0.93933,                0.62244,                0.32845,                0.38642,                0.26565,                0.83503,              0.0001101,              0.0001101,              0.0001101
                     94,                0.40809,                 0.4172,                0.30573,                0.87374,                0.95112,                0.90006,                 0.9492,                0.86717,                0.95898,                0.89473,                0.94549,                 0.5816,                0.35792,                0.40654,                0.26901,                0.85252,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.39892,                0.40304,                0.29308,                0.86519,                0.93376,                0.90274,                 0.9414,                0.86671,                0.93692,                0.90491,                0.94434,                0.60189,                0.33225,                0.40461,                 0.2802,                0.83729,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.40027,                0.40384,                0.29653,                0.86707,                0.94575,                0.90526,                0.94389,                0.87408,                0.94711,                0.90503,                 0.9422,                0.58383,                0.34474,                0.43574,                0.28065,                 0.8397,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.39947,                0.41438,                0.29756,                0.86634,                0.93406,                 0.9145,                0.94778,                0.88069,                0.93497,                0.91314,                0.94231,                0.61423,                0.34247,                0.37906,                  0.278,                0.84429,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.40247,                0.41331,                0.29434,                0.85852,                0.93539,                0.91411,                0.94934,                0.88021,                0.93965,                0.89762,                 0.9374,                0.59738,                0.35024,                0.43669,                 0.2798,                0.83486,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.38019,                0.39068,                0.28211,                0.85605,                0.93754,                0.91677,                0.94996,                0.88785,                0.94097,                0.90852,                0.94439,                 0.6096,                0.32891,                0.41524,                0.26933,                0.81912,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.40116,                0.41433,                0.29053,                0.85978,                 0.9411,                0.91302,                0.95127,                0.89009,                0.94381,                0.90878,                0.94386,                0.59745,                0.32665,                0.41222,                 0.2728,                0.81743,             3.3108e-05,             3.3108e-05,             3.3108e-05
