                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                0.76176,                0.71683,                0.62845,                0.99633,                0.84673,                0.84937,                0.89639,                0.74009,                0.83875,                0.79682,                0.85237,                0.53337,                0.62644,                0.38949,                0.59568,                0.94103,             0.00045107,             0.00045107,             0.00045107
                     63,                0.76893,                0.70028,                0.64135,                0.99763,                 0.9072,                0.88038,                0.92007,                0.76152,                 0.8904,                0.86044,                0.89332,                0.53855,                0.62357,                0.39154,                0.55311,                 0.9484,             0.00044007,             0.00044007,             0.00044007
                     64,                 0.7668,                0.72006,                0.63229,                0.99907,                 0.8672,                0.87235,                0.91428,                 0.7668,                 0.8583,                0.86088,                0.89256,                0.55913,                0.62941,                0.37401,                0.57088,                0.96072,             0.00042907,             0.00042907,             0.00042907
                     65,                0.75506,                0.70739,                0.62024,                0.99041,                0.91654,                0.87167,                0.92662,                0.79552,                0.90773,                0.86377,                0.89897,                0.57506,                0.57678,                0.37739,                0.49076,                0.91692,             0.00041807,             0.00041807,             0.00041807
                     66,                0.73296,                0.70259,                0.60363,                0.98038,                0.89013,                0.88887,                0.92446,                0.78484,                0.87512,                0.87537,                0.90553,                0.57588,                0.59426,                0.38404,                0.50448,                0.92346,             0.00040707,             0.00040707,             0.00040707
                     67,                0.75529,                0.71459,                0.62438,                0.99619,                0.86004,                0.88347,                0.91112,                0.77239,                0.88629,                0.86848,                0.90442,                 0.5685,                0.60852,                0.36398,                0.52567,                0.93091,             0.00039607,             0.00039607,             0.00039607
                     68,                0.74138,                0.70155,                0.60177,                 0.9845,                0.91053,                0.84691,                0.91592,                0.77679,                0.90561,                0.84257,                0.89559,                0.56884,                0.57052,                0.38243,                0.52125,                0.91498,             0.00038507,             0.00038507,             0.00038507
                     69,                0.74196,                0.71559,                0.61533,                0.98702,                0.89176,                0.89049,                0.92876,                0.79571,                0.86576,                0.86647,                0.89958,                0.58261,                0.57192,                0.35962,                0.48448,                0.91749,             0.00037407,             0.00037407,             0.00037407
                     70,                0.71681,                0.68231,                0.59774,                0.98307,                0.89373,                0.89283,                0.92719,                0.77685,                0.88434,                0.87751,                0.90409,                0.56029,                0.59835,                0.38632,                0.49105,                0.92511,             0.00036307,             0.00036307,             0.00036307
                     71,                0.75236,                0.70739,                0.61454,                0.99258,                0.92627,                0.88378,                0.93247,                0.78079,                 0.8914,                0.89976,                0.92257,                0.56808,                0.62674,                0.40137,                0.50129,                0.94579,             0.00035208,             0.00035208,             0.00035208
                     72,                 0.7412,                0.70872,                0.60321,                0.99062,                0.88292,                0.91843,                0.93058,                0.79844,                0.87081,                0.89663,                0.90581,                0.57069,                0.56638,                0.36511,                0.48484,                0.92041,             0.00034108,             0.00034108,             0.00034108
                     73,                0.71034,                0.66196,                0.59139,                0.97747,                0.88583,                0.87618,                0.92521,                0.79137,                0.87459,                0.86531,                0.90096,                 0.5707,                0.60406,                0.37308,                0.52051,                0.93217,             0.00033008,             0.00033008,             0.00033008
                     74,                0.71799,                0.68918,                0.59577,                0.97497,                0.88404,                0.90982,                0.93007,                0.78961,                0.86736,                0.89427,                0.90211,                0.59327,                0.60396,                0.36382,                0.53505,                0.94885,             0.00031908,             0.00031908,             0.00031908
                     75,                0.72349,                0.67679,                0.58888,                0.98386,                0.90575,                0.90479,                0.92496,                  0.784,                0.89586,                0.89458,                0.90795,                0.55439,                0.62065,                0.40014,                0.52324,                0.94966,             0.00030808,             0.00030808,             0.00030808
                     76,                0.72451,                0.66988,                0.58574,                0.98581,                0.88404,                0.89249,                 0.9133,                0.76848,                0.87893,                 0.8931,                0.90513,                0.54323,                 0.6189,                0.42908,                0.56466,                0.95135,             0.00029708,             0.00029708,             0.00029708
                     77,                0.70896,                0.66526,                0.58484,                0.97826,                0.88475,                0.90543,                0.93228,                0.80962,                 0.9185,                0.85524,                0.91849,                0.58886,                 0.5571,                0.36486,                0.50283,                0.90617,             0.00028608,             0.00028608,             0.00028608
                     78,                0.73015,                 0.6707,                0.60104,                 0.9847,                0.92917,                0.90226,                0.93626,                0.81113,                 0.9206,                0.89453,                 0.9203,                0.59873,                0.56986,                 0.3506,                0.47927,                0.90342,             0.00027508,             0.00027508,             0.00027508
                     79,                0.72743,                0.68682,                0.59319,                0.98701,                0.91711,                0.91664,                0.93783,                0.81364,                0.91173,                0.91123,                0.92341,                0.60088,                0.55015,                0.36023,                0.46863,                 0.9026,             0.00026408,             0.00026408,             0.00026408
                     80,                0.71755,                0.70054,                0.58438,                0.98189,                 0.8822,                0.90772,                 0.9292,                0.79898,                 0.9093,                0.86076,                0.90646,                0.54507,                0.56463,                0.40484,                0.46781,                0.90848,             0.00025309,             0.00025309,             0.00025309
                     81,                0.70187,                0.67416,                0.57522,                0.97681,                0.87927,                0.89335,                0.93115,                0.78721,                0.86219,                0.87604,                0.90498,                0.53258,                0.58891,                0.41857,                0.50824,                0.91983,             0.00024209,             0.00024209,             0.00024209
                     82,                0.71062,                0.66509,                0.57481,                0.97623,                0.86758,                 0.9327,                  0.944,                0.81442,                0.93063,                0.85678,                0.92225,                0.60437,                0.53825,                0.35738,                0.46171,                0.89343,             0.00023109,             0.00023109,             0.00023109
                     83,                0.71862,                0.66245,                0.57969,                0.98008,                0.91448,                0.87947,                0.93517,                0.80994,                0.91658,                0.87515,                0.91612,                0.59945,                0.54275,                0.36362,                0.48258,                0.89545,             0.00022009,             0.00022009,             0.00022009
                     84,                0.71273,                 0.6908,                0.58071,                0.96952,                0.90911,                0.90694,                0.93809,                0.80654,                0.89679,                0.88591,                0.90496,                0.56729,                0.55762,                0.39128,                0.46345,                0.88481,             0.00020909,             0.00020909,             0.00020909
                     85,                 0.6928,                0.67996,                0.56229,                0.97028,                0.90719,                0.90434,                0.93034,                0.80947,                0.90492,                 0.9003,                0.91831,                0.56735,                  0.537,                0.39869,                0.46613,                0.88594,             0.00019809,             0.00019809,             0.00019809
